dataset,model,layer,heldout,seed,method,auroc,id_acc
goemotions,gemma,12,10,2,MSP,0.4607335267302114,0.11329833770778652
goemotions,gemma,12,10,2,kNN,0.4162253841076883,0.11329833770778652
goemotions,gemma,12,10,2,LPE -var,0.4637419226105509,0.11329833770778652
goemotions,gemma,12,7,0,GPP neg-latent-var,0.5324941551903616,0.08268059181897303
goemotions,gemma,12,7,0,GPP -MI,0.5331639618423523,0.08268059181897303
goemotions,gemma,12,7,0,Maha,0.5129780371678698,0.08268059181897303
goemotions,gemma,12,7,0,MSP,0.551041826652332,0.08268059181897303
goemotions,gemma,12,7,0,kNN,0.5002175805047868,0.08268059181897303
goemotions,gemma,12,7,0,LPE -var,0.5290832608064984,0.08268059181897303
goemotions,gemma,12,7,1,GPP neg-latent-var,0.5355040188399119,0.11879895561357702
goemotions,gemma,12,7,1,GPP -MI,0.5355040188399119,0.11879895561357702
goemotions,gemma,12,7,1,Maha,0.5064762197307122,0.11879895561357702
goemotions,gemma,12,7,1,MSP,0.4877472311814195,0.11879895561357702
goemotions,gemma,12,7,1,kNN,0.4988609020631752,0.11879895561357702
goemotions,gemma,12,7,1,LPE -var,0.4732077339203741,0.11879895561357702
goemotions,gemma,12,7,2,GPP neg-latent-var,0.5327181351217598,0.08790252393385553
goemotions,gemma,12,7,2,GPP -MI,0.5333260806498403,0.08790252393385553
goemotions,gemma,12,7,2,Maha,0.4906781685694295,0.08790252393385553
goemotions,gemma,12,7,2,MSP,0.48021297291762655,0.08790252393385553
goemotions,gemma,12,7,2,kNN,0.49231215549753404,0.08790252393385553
goemotions,gemma,12,7,2,LPE -var,0.46491407703203125,0.08790252393385553
goemotions,gemma,25,27,0,GPP neg-latent-var,0.48205233658160873,0.1308016877637131
goemotions,gemma,25,27,0,GPP -MI,0.48290417168977295,0.1308016877637131
goemotions,gemma,25,27,0,Maha,0.5404108900944344,0.1308016877637131
goemotions,gemma,25,27,0,MSP,0.508587418793115,0.1308016877637131
goemotions,gemma,25,27,0,kNN,0.5245525249480946,0.1308016877637131
goemotions,gemma,25,27,0,LPE -var,0.5633036970062286,0.1308016877637131
goemotions,gemma,25,27,1,GPP neg-latent-var,0.48282202297233945,0.13765822784810128
goemotions,gemma,25,27,1,GPP -MI,0.48443307966646576,0.13765822784810128
goemotions,gemma,25,27,1,Maha,0.5440850830486906,0.13765822784810128
goemotions,gemma,25,27,1,MSP,0.5206167118746232,0.13765822784810128
goemotions,gemma,25,27,1,kNN,0.5328940208291474,0.13765822784810128
goemotions,gemma,25,27,1,LPE -var,0.5353134836916483,0.13765822784810128
goemotions,gemma,25,27,2,GPP neg-latent-var,0.48239819837921105,0.12289029535864979
goemotions,gemma,25,27,2,GPP -MI,0.48252115983524213,0.12289029535864979
goemotions,gemma,25,27,2,Maha,0.5433012691715224,0.12289029535864979
goemotions,gemma,25,27,2,MSP,0.5146182857812605,0.12289029535864979
goemotions,gemma,25,27,2,kNN,0.5284705478534591,0.12289029535864979
goemotions,gemma,25,27,2,LPE -var,0.5405207705445048,0.12289029535864979
goemotions,gemma,25,3,0,GPP neg-latent-var,0.5207995629788844,0.13283442469597756
goemotions,gemma,25,3,0,GPP -MI,0.5195150993651768,0.13283442469597756
goemotions,gemma,25,3,0,Maha,0.4620320053699327,0.13283442469597756
goemotions,gemma,25,3,0,MSP,0.5248234420411457,0.13283442469597756
goemotions,gemma,25,3,0,kNN,0.4758638664943337,0.13283442469597756
goemotions,gemma,25,3,0,LPE -var,0.4477645513035654,0.13283442469597756
goemotions,gemma,25,3,1,GPP neg-latent-var,0.5216877084240819,0.1510757717492984
goemotions,gemma,25,3,1,GPP -MI,0.5182181392326424,0.1510757717492984
goemotions,gemma,25,3,1,Maha,0.47551039353323005,0.1510757717492984
goemotions,gemma,25,3,1,MSP,0.5023654124922343,0.1510757717492984
goemotions,gemma,25,3,1,kNN,0.4752622483736673,0.1510757717492984
goemotions,gemma,25,3,1,LPE -var,0.5164400631252722,0.1510757717492984
goemotions,gemma,25,3,2,GPP neg-latent-var,0.5224535665064732,0.15622076707202995
goemotions,gemma,25,3,2,GPP -MI,0.5196463128128592,0.15622076707202995
goemotions,gemma,25,3,2,Maha,0.4603539014131778,0.15622076707202995
goemotions,gemma,25,3,2,MSP,0.5225205121430458,0.15622076707202995
goemotions,gemma,25,3,2,kNN,0.4699851469947657,0.15622076707202995
goemotions,gemma,25,3,2,LPE -var,0.4954021736801891,0.15622076707202995
goemotions,gemma,25,0,0,GPP neg-latent-var,0.4695928755959024,0.08900045641259699
goemotions,gemma,25,0,0,GPP -MI,0.4734953124897635,0.08900045641259699
